id_student,early_login_count,early_login_consistency,early_clicks,early_clicks_per_login,unique_resources_early,num_of_prev_attempts,late_registration_score,workload_level,assignments_count,courses_count,procrastination_label
69,24,0.8,540.0,22.5,32,0,0.0,0.5,5,1,0
70,39,1.0,1193.0,30.58974358974359,55,0,0.0,0.5,11,1,1
71,17,0.5666666666666667,414.0,24.352941176470587,23,0,0.0,1.0,11,1,1
72,14,0.4666666666666667,414.0,29.571428571428573,47,0,0.0,0.5,5,1,0
73,9,0.3,66.0,7.333333333333333,10,0,0.0,0.25,8,1,0
74,9,0.3,401.0,44.55555555555556,22,2,0.0,0.5,2,1,0
75,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
76,24,0.8,567.0,23.625,34,0,0.0,0.5,5,1,1
77,2,0.06666666666666667,50.0,25.0,15,0,0.0,0.5,5,1,1
78,8,0.26666666666666666,75.0,9.375,18,2,0.0,0.875,3,1,0
79,21,0.7,481.0,22.904761904761905,54,1,0.0,1.25,1,1,0
80,19,0.6333333333333333,404.0,21.263157894736842,14,1,0.11666666666666667,0.5,4,1,1
81,10,0.3333333333333333,214.0,21.4,63,3,0.008333333333333333,0.5,7,1,1
82,7,0.23333333333333334,92.0,13.142857142857142,18,2,0.0,0.5,7,1,0
83,2,0.06666666666666667,229.0,114.5,35,1,0.1,0.5,4,1,0
84,22,0.7333333333333333,735.0,33.40909090909091,70,0,0.0,0.5,12,1,0
85,20,0.6666666666666666,195.0,9.75,32,0,0.0,0.75,6,1,0
86,24,0.8,282.0,11.75,19,0,0.0,0.25,3,1,1
87,23,0.7666666666666667,206.0,8.956521739130435,42,1,0.0,0.5,7,1,1
88,11,0.36666666666666664,162.0,14.727272727272727,23,2,0.0,1.0,9,1,1
89,19,0.6333333333333333,488.0,25.68421052631579,32,0,0.0,0.5,2,1,0
90,11,0.36666666666666664,176.0,16.0,19,0,0.23333333333333334,1.0,10,1,1
91,7,0.23333333333333334,77.0,11.0,9,1,0.05,0.5,1,1,1
92,6,0.2,84.0,14.0,15,0,0.0,0.5,3,1,0
93,12,0.4,133.0,11.083333333333334,21,0,0.0,0.5,2,1,0
94,0,0.0,0.0,0.0,0,1,0.0,0.5,0,1,0
95,14,0.4666666666666667,322.0,23.0,39,0,0.0,0.5,3,1,0
96,5,0.16666666666666666,43.0,8.6,11,1,0.0,1.25,3,1,1
97,2,0.06666666666666667,42.0,21.0,7,0,0.0,0.5,11,1,1
98,6,0.2,25.0,4.166666666666667,5,0,0.05,0.25,2,1,0
99,26,0.8666666666666667,494.0,19.0,22,0,0.0,0.5,4,1,0
100,50,1.0,1054.0,21.08,39,0,0.041666666666666664,0.25,9,2,1
101,31,1.0,532.0,17.161290322580644,71,0,0.0,0.5,1,1,0
102,45,1.0,1119.0,24.866666666666667,45,0,0.0,0.25,9,2,1
103,16,0.5333333333333333,279.0,17.4375,36,0,0.13333333333333333,0.5,12,1,0
104,18,0.6,642.0,35.666666666666664,58,0,0.25,1.0,1,1,0
105,27,0.9,547.0,20.25925925925926,49,0,0.0,0.5,1,1,0
106,3,0.1,19.0,6.333333333333333,5,0,0.0,0.5,1,1,0
107,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
108,16,0.5333333333333333,419.0,26.1875,55,0,0.0,0.5,10,1,0
109,25,0.8333333333333334,328.0,13.12,33,0,0.08333333333333333,1.0,11,1,0
110,34,1.0,1011.0,29.735294117647058,49,1,0.0,1.0,5,2,0
111,0,0.0,0.0,0.0,0,0,0.1,0.75,0,1,0
112,15,0.5,191.0,12.733333333333333,31,0,0.0,1.0,11,1,0
113,4,0.13333333333333333,88.0,22.0,6,1,0.0,1.0,10,1,1
114,10,0.3333333333333333,301.0,30.1,25,0,0.31666666666666665,0.4166666666666667,5,1,1
115,33,1.0,730.0,22.12121212121212,30,0,0.0,0.5,5,1,0
116,0,0.0,0.0,0.0,0,0,0.0,0.25,0,1,0
117,5,0.16666666666666666,34.0,6.8,10,0,0.0,0.5,7,1,1
118,6,0.2,50.0,8.333333333333334,15,0,0.0,0.5,4,1,1
119,0,0.0,0.0,0.0,0,0,0.1,0.5,1,1,1
120,22,0.7333333333333333,420.0,19.09090909090909,31,0,0.0,1.0,5,2,0
121,13,0.43333333333333335,136.0,10.461538461538462,13,0,0.0,0.5,1,1,0
122,9,0.3,65.0,7.222222222222222,18,0,0.0,0.5,1,1,0
123,6,0.2,112.0,18.666666666666668,17,0,0.13333333333333333,1.0,11,1,1
124,30,1.0,322.0,10.733333333333333,49,0,0.0,1.0,4,1,1
125,6,0.2,181.0,30.166666666666668,31,1,0.03333333333333333,1.0,11,1,0
126,35,1.0,521.0,14.885714285714286,77,0,0.0,0.5,7,1,0
127,15,0.5,174.0,11.6,27,0,0.0,0.25,0,1,0
128,12,0.4,195.0,16.25,36,1,0.0,0.5,9,1,1
129,5,0.16666666666666666,91.0,18.2,11,0,0.0,0.75,0,1,0
130,23,0.7666666666666667,254.0,11.043478260869565,50,0,0.0,0.5,7,1,0
131,23,0.7666666666666667,267.0,11.608695652173912,38,0,0.21666666666666667,0.25,7,1,1
132,13,0.43333333333333335,244.0,18.76923076923077,47,0,0.0,1.0,1,1,0
133,20,0.6666666666666666,494.0,24.7,53,0,0.0,1.0,12,1,0
134,7,0.23333333333333334,105.0,15.0,29,0,0.1,0.5,11,1,1
135,12,0.4,157.0,13.083333333333334,21,0,0.3,0.25,9,1,1
136,6,0.2,53.0,8.833333333333334,14,0,0.0,0.5,0,1,0
137,11,0.36666666666666664,206.0,18.727272727272727,25,0,0.0,0.5,5,1,0
138,28,0.9333333333333333,1128.0,40.285714285714285,78,0,0.0,0.75,12,1,0
139,28,0.9333333333333333,1026.0,36.642857142857146,59,0,0.0,0.5,12,1,1
140,64,1.0,2219.0,34.671875,84,0,0.0,0.5,13,2,1
141,23,0.7666666666666667,365.0,15.869565217391305,49,1,0.0,1.0,12,1,1
142,63,1.0,2283.0,36.23809523809524,138,0,0.0,0.5,21,2,1
143,19,0.6333333333333333,199.0,10.473684210526315,21,0,0.0,1.5,1,1,0
144,0,0.0,0.0,0.0,0,2,0.0,0.5,0,1,0
145,8,0.26666666666666666,165.0,20.625,28,0,0.0,0.75,12,1,0
146,31,1.0,341.0,11.0,52,2,0.03333333333333333,1.5,9,1,1
147,30,1.0,1006.0,33.53333333333333,75,0,0.0,0.5,12,1,0
148,26,0.8666666666666667,667.0,25.653846153846153,26,0,0.2,0.5,4,1,0
149,66,1.0,1543.0,23.37878787878788,82,1,0.0,0.5,11,1,0
150,21,0.7,970.0,46.19047619047619,61,0,0.0,0.5,12,1,1
151,16,0.5333333333333333,591.0,36.9375,25,0,0.0,0.5,5,1,1
152,20,0.6666666666666666,423.0,21.15,26,0,0.016666666666666666,1.0,5,1,1
153,28,0.9333333333333333,489.0,17.464285714285715,80,1,0.0,0.5,16,2,1
154,22,0.7333333333333333,270.0,12.272727272727273,46,0,0.0,0.5,3,1,0
155,0,0.0,0.0,0.0,0,0,0.03333333333333333,0.25,0,1,0
156,16,0.5333333333333333,322.0,20.125,44,0,0.11666666666666667,0.5,12,1,0
157,41,1.0,851.0,20.75609756097561,45,0,0.0,0.5,9,1,1
158,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
159,29,0.9666666666666667,593.0,20.448275862068964,88,0,0.0,0.5,7,1,1
160,31,1.0,815.0,26.29032258064516,90,0,0.0,0.5,6,1,1
161,14,0.4666666666666667,138.0,9.857142857142858,11,1,0.016666666666666666,1.5,1,1,0
162,10,0.3333333333333333,113.0,11.3,18,0,0.0,0.5,5,1,0
163,2,0.06666666666666667,20.0,10.0,5,0,0.23333333333333334,0.25,4,1,1
164,5,0.16666666666666666,34.0,6.8,11,0,0.0,1.0,4,1,1
165,3,0.1,5.0,1.6666666666666667,1,3,0.8833333333333333,1.5,11,1,0
166,48,1.0,3463.0,72.14583333333333,75,0,0.0,0.5,12,1,1
167,7,0.23333333333333334,77.0,11.0,17,4,0.0,0.5,3,1,1
168,0,0.0,0.0,0.0,0,0,0.0,0.5,2,1,1
169,27,0.9,323.0,11.962962962962964,26,0,0.0,1.0,11,1,1
170,7,0.23333333333333334,104.0,14.857142857142858,23,0,0.0,1.0,6,1,1
171,8,0.26666666666666666,121.0,15.125,13,0,0.0,0.5,10,1,1
172,52,1.0,1343.0,25.826923076923077,101,0,0.27499999999999997,0.75,13,2,1
173,0,0.0,0.0,0.0,0,2,0.0,1.25,0,1,0
174,29,0.9666666666666667,292.0,10.068965517241379,64,0,0.0,0.75,11,2,1
175,6,0.2,128.0,21.333333333333332,15,0,0.0,0.25,9,1,0
176,0,0.0,0.0,0.0,0,1,0.0,0.5,0,1,0
177,1,0.03333333333333333,33.0,33.0,5,0,0.0,0.5,0,1,0
178,10,0.3333333333333333,101.0,10.1,14,0,0.0,0.75,6,1,1
179,63,1.0,2802.0,44.476190476190474,88,0,0.041666666666666664,0.5,14,2,1
180,0,0.0,0.0,0.0,0,1,0.0,0.5,0,1,0
181,9,0.3,232.0,25.77777777777778,49,0,0.11666666666666667,0.5,6,1,0
182,25,0.8333333333333334,950.0,38.0,55,1,0.0,0.5,12,1,0
183,4,0.13333333333333333,13.0,3.25,8,1,0.0,0.5833333333333334,3,1,0
184,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
185,7,0.23333333333333334,46.0,6.571428571428571,10,0,0.0,0.5,9,1,1
186,9,0.3,183.0,20.333333333333332,34,0,0.11666666666666667,0.5,6,1,0
187,22,0.7333333333333333,396.0,18.0,58,0,0.0,0.5,7,1,0
188,26,0.8666666666666667,589.0,22.653846153846153,57,0,0.0,0.5,7,1,0
189,12,0.4,204.0,17.0,36,0,0.0,0.5,7,1,0
190,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
191,37,1.0,505.0,13.64864864864865,31,2,0.0,0.5,1,1,0
192,11,0.36666666666666664,310.0,28.181818181818183,42,0,0.2,1.0,12,1,1
193,41,1.0,1219.0,29.73170731707317,94,1,0.0,0.6666666666666666,16,2,1
194,15,0.5,101.0,6.733333333333333,14,0,0.0,0.5,7,1,0
195,11,0.36666666666666664,67.0,6.090909090909091,15,2,0.5666666666666667,1.0,12,1,1
196,20,0.6666666666666666,373.0,18.65,27,0,0.0,0.75,5,1,0
197,4,0.13333333333333333,75.0,18.75,16,0,0.0,0.75,1,1,1
198,3,0.1,42.0,14.0,9,1,0.0,0.5,5,1,1
199,0,0.0,0.0,0.0,0,0,0.0,1.5,0,1,0
200,5,0.16666666666666666,75.0,15.0,15,0,0.3,0.25,8,1,1
201,51,1.0,2280.0,44.705882352941174,42,0,0.13333333333333333,1.0,5,1,0
202,15,0.5,280.0,18.666666666666668,30,1,0.0,0.5,11,1,1
203,36,1.0,1321.0,36.69444444444444,100,1,0.0,0.625,10,1,1
204,21,0.7,575.0,27.38095238095238,31,0,0.0,0.5,5,1,0
205,12,0.4,548.0,45.666666666666664,32,1,0.48333333333333334,1.0,12,1,0
206,9,0.3,265.0,29.444444444444443,31,0,0.0,0.5,12,1,0
207,0,0.0,0.0,0.0,0,0,0.0,0.5,1,1,0
208,5,0.16666666666666666,43.0,8.6,7,1,0.0,1.5,0,1,0
209,20,0.6666666666666666,304.0,15.2,23,0,0.1,1.5,9,1,1
210,3,0.1,22.0,7.333333333333333,7,1,0.0,1.0,0,1,0
211,30,1.0,492.0,16.4,47,0,0.08333333333333333,0.5,14,1,1
212,4,0.13333333333333333,39.0,9.75,6,0,0.06666666666666667,0.5,0,1,0
213,14,0.4666666666666667,337.0,24.071428571428573,88,2,0.125,0.5,9,1,1
214,16,0.5333333333333333,773.0,48.3125,51,1,0.06666666666666667,0.5,19,1,1
215,1,0.03333333333333333,3.0,3.0,2,1,0.16666666666666666,0.5,0,1,0
216,18,0.6,321.0,17.833333333333332,27,0,0.0,0.375,7,2,1
217,1,0.03333333333333333,42.0,42.0,5,3,0.0,0.625,0,1,0
218,4,0.13333333333333333,104.0,26.0,10,0,0.43333333333333335,0.5,2,1,1
219,0,0.0,0.0,0.0,0,1,0.0,1.5,0,1,0
220,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
221,13,0.43333333333333335,104.0,8.0,29,1,0.0,0.5,9,1,1
222,18,0.6,604.0,33.55555555555556,52,0,0.0,1.0,1,1,0
223,17,0.5666666666666667,118.0,6.9411764705882355,24,1,0.0,0.5,5,1,0
224,12,0.4,189.0,15.75,29,0,0.0,1.0,4,1,1
225,14,0.4666666666666667,120.0,8.571428571428571,10,0,0.0,0.5,9,1,1
226,22,0.7333333333333333,614.0,27.90909090909091,31,0,0.0,0.5,5,1,1
227,1,0.03333333333333333,6.0,6.0,4,0,0.0,0.5,0,1,0
228,11,0.36666666666666664,275.0,25.0,39,0,0.0,0.75,2,1,0
229,10,0.3333333333333333,259.0,25.9,48,1,0.0,1.0,4,1,1
230,19,0.6333333333333333,304.0,16.0,12,0,0.016666666666666666,1.0,6,1,1
231,1,0.03333333333333333,4.0,4.0,2,0,0.0,0.5,0,1,0
232,32,1.0,1440.0,45.0,52,0,0.0,0.75,12,1,0
233,8,0.26666666666666666,100.0,12.5,26,2,0.0,1.0,11,1,1
234,9,0.3,126.0,14.0,13,1,0.0,0.5,11,1,1
235,12,0.4,112.0,9.333333333333334,18,0,0.0,0.5,10,1,1
236,42,1.0,404.0,9.619047619047619,23,1,0.0,1.3333333333333333,6,1,0
237,2,0.06666666666666667,16.0,8.0,7,0,0.016666666666666666,0.5,5,1,0
238,14,0.4666666666666667,131.0,9.357142857142858,22,0,0.0,1.0,5,1,1
239,10,0.3333333333333333,217.0,21.7,57,0,0.0,0.5,0,1,0
240,0,0.0,0.0,0.0,0,0,0.0,0.5,0,1,0
241,26,0.8666666666666667,532.0,20.46153846153846,29,0,0.0,0.5,5,1,0
242,27,0.9,1023.0,37.888888888888886,73,0,0.0,0.5,7,1,0
243,12,0.4,127.0,10.583333333333334,30,0,0.0,0.5,12,1,1
244,50,1.0,2018.0,40.36,57,0,0.0,0.5,5,1,1
245,4,0.13333333333333333,32.0,8.0,13,1,0.0,0.5,0,1,0
246,4,0.13333333333333333,79.0,19.75,18,2,0.0,0.75,2,1,1
247,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
248,36,1.0,564.0,15.666666666666666,28,0,0.0,1.0,5,1,0
249,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
250,26,0.8666666666666667,559.0,21.5,55,0,0.11666666666666667,1.0,12,1,0
251,13,0.43333333333333335,281.0,21.615384615384617,33,0,0.13333333333333333,0.5,6,1,1
252,23,0.7666666666666667,428.0,18.608695652173914,59,0,0.016666666666666666,0.75,12,1,0
253,6,0.2,52.0,8.666666666666666,14,1,0.0,1.0,5,1,0
254,1,0.03333333333333333,8.0,8.0,2,1,0.5666666666666667,0.9166666666666666,7,1,0
255,21,0.7,516.0,24.571428571428573,26,0,0.0,0.5,5,1,0
256,30,1.0,938.0,31.266666666666666,52,0,0.0,0.75,12,1,0
257,17,0.5666666666666667,532.0,31.294117647058822,27,0,0.0,0.5,5,1,0
258,21,0.7,245.0,11.666666666666666,29,0,0.0,0.5,4,1,0
259,12,0.4,195.0,16.25,19,0,0.0,0.5,4,1,0
260,21,0.7,447.0,21.285714285714285,65,0,0.0,1.5,7,1,0
261,10,0.3333333333333333,441.0,44.1,29,0,0.48333333333333334,0.25,1,1,1
262,23,0.7666666666666667,263.0,11.434782608695652,28,0,0.016666666666666666,1.0,11,1,1
263,46,1.0,1610.0,35.0,107,0,0.0,0.5,12,1,1
264,7,0.23333333333333334,85.0,12.142857142857142,14,0,0.5666666666666667,0.25,9,1,1
265,11,0.36666666666666664,119.0,10.818181818181818,12,0,0.0,0.25,9,1,1
266,36,1.0,696.0,19.333333333333332,14,1,0.0,0.5,11,1,1
267,46,1.0,2013.0,43.76086956521739,90,0,0.0,0.5,4,1,0
268,33,1.0,509.0,15.424242424242424,32,0,0.1,1.0,13,2,1
269,17,0.5666666666666667,321.0,18.88235294117647,28,0,0.0,1.0,10,1,1
270,0,0.0,0.0,0.0,0,0,0.0,1.5,0,1,0
271,18,0.6,701.0,38.94444444444444,25,0,0.0,0.25,4,1,1
272,38,1.0,419.0,11.026315789473685,24,0,0.11666666666666667,0.9166666666666666,1,1,1
273,7,0.23333333333333334,94.0,13.428571428571429,21,0,0.0,1.5,0,1,0
274,12,0.4,142.0,11.833333333333334,22,2,0.0,0.5,1,1,0
275,10,0.3333333333333333,133.0,13.3,23,0,0.0,1.5,3,1,1
276,21,0.7,446.0,21.238095238095237,32,0,0.0,0.5,3,1,0
277,23,0.7666666666666667,675.0,29.347826086956523,32,0,0.0,0.5,5,1,0
278,19,0.6333333333333333,361.0,19.0,31,0,0.0,0.3333333333333333,6,1,1
279,13,0.43333333333333335,192.0,14.76923076923077,16,0,0.0,0.5,5,1,1
280,11,0.36666666666666664,244.0,22.181818181818183,14,0,0.0,0.5,7,1,1
281,7,0.23333333333333334,103.0,14.714285714285714,14,0,0.0,0.25,5,1,0
282,21,0.7,352.0,16.761904761904763,42,1,0.2,0.5,7,1,0
283,7,0.23333333333333334,93.0,13.285714285714286,20,1,0.0,1.0,5,1,1
284,29,0.9666666666666667,1205.0,41.55172413793103,74,0,0.0,0.5,7,2,0
285,20,0.6666666666666666,333.0,16.65,24,0,0.0,0.5,5,1,1
286,14,0.4666666666666667,331.0,23.642857142857142,27,0,0.0,1.25,11,1,1
287,32,1.0,653.0,20.40625,79,0,0.0,0.25,9,1,1
288,31,1.0,761.0,24.548387096774192,28,0,0.0,0.5,5,1,0
289,5,0.16666666666666666,78.0,15.6,18,0,0.0,1.0,5,1,0
290,22,0.7333333333333333,357.0,16.227272727272727,48,0,0.0,1.0,7,1,0
291,14,0.4666666666666667,134.0,9.571428571428571,22,0,0.0,0.5,10,1,1
292,9,0.3,51.0,5.666666666666667,21,1,0.0,0.5,3,1,0
293,13,0.43333333333333335,113.0,8.692307692307692,12,1,0.0,0.5,7,1,1
294,4,0.13333333333333333,89.0,22.25,10,0,0.0,0.25,8,1,0
295,6,0.2,47.0,7.833333333333333,15,0,0.0,0.5,0,1,0
296,0,0.0,0.0,0.0,0,0,0.0,1.0,0,1,0
297,5,0.16666666666666666,83.0,16.6,7,2,0.06666666666666667,0.5,10,1,1
298,19,0.6333333333333333,480.0,25.263157894736842,40,0,0.041666666666666664,0.5,4,2,1
299,36,1.0,1683.0,46.75,71,0,0.0,1.0,11,1,1
300,25,0.8333333333333334,565.0,22.6,45,0,0.0,0.5,12,1,0
301,40,1.0,1117.0,27.925,66,1,0.0,1.0,7,1,1
302,11,0.36666666666666664,70.0,6.363636363636363,9,0,0.1,0.5,4,1,1
303,0,0.0,0.0,0.0,0,1,0.0,0.75,0,1,0
304,11,0.36666666666666664,140.0,12.727272727272727,15,0,0.0,0.25,9,1,0
305,7,0.23333333333333334,97.0,13.857142857142858,14,1,0.0,0.5,4,1,0
306,18,0.6,115.0,6.388888888888889,20,0,0.0,1.25,12,1,1
307,0,0.0,0.0,0.0,0,2,0.0,1.25,0,1,0
308,6,0.2,46.0,7.666666666666667,14,4,0.0,0.75,1,1,0
309,20,0.6666666666666666,680.0,34.0,43,0,0.06666666666666667,0.25,6,1,1
310,10,0.3333333333333333,210.0,21.0,43,0,0.21666666666666667,0.5,12,1,0
311,12,0.4,118.0,9.833333333333334,34,1,0.0,0.5,3,1,0
312,17,0.5666666666666667,377.0,22.176470588235293,62,0,0.13333333333333333,0.5,5,1,1
313,18,0.6,708.0,39.333333333333336,21,0,0.0,0.5,4,1,0
314,10,0.3333333333333333,133.0,13.3,24,1,0.21666666666666667,0.5,1,1,1
315,2,0.06666666666666667,13.0,6.5,7,0,0.0,0.25,9,1,0
316,14,0.4666666666666667,347.0,24.785714285714285,56,2,0.0,0.5,7,1,0
317,25,0.8333333333333334,483.0,19.32,69,1,0.016666666666666666,0.5,4,1,1
318,28,0.9333333333333333,663.0,23.678571428571427,23,0,0.0,0.5,4,1,0
319,9,0.3,181.0,20.11111111111111,55,1,0.03333333333333333,0.5,14,1,1
320,32,1.0,517.0,16.15625,40,0,0.0,1.5,4,2,0
321,17,0.5666666666666667,327.0,19.235294117647058,49,0,0.0,0.5,7,1,0
322,10,0.3333333333333333,276.0,27.6,49,0,0.1,1.0,12,1,1
323,0,0.0,0.0,0.0,0,1,0.0,0.5,0,1,0
324,28,0.9333333333333333,612.0,21.857142857142858,53,0,0.0,0.5,2,1,0
325,14,0.4666666666666667,154.0,11.0,17,0,0.0,1.5,2,1,0
326,16,0.5333333333333333,297.0,18.5625,46,0,0.0,0.5,12,1,1
327,44,1.0,2536.0,57.63636363636363,131,2,0.016666666666666666,1.5,12,1,1
328,11,0.36666666666666664,296.0,26.90909090909091,65,0,0.0,0.5,6,1,0
329,21,0.7,394.0,18.761904761904763,33,0,0.0,0.5,7,1,0
330,10,0.3333333333333333,67.0,6.7,14,0,0.11666666666666667,0.5,4,1,1
331,0,0.0,0.0,0.0,0,0,0.0,0.75,0,2,0
332,29,0.9666666666666667,1408.0,48.55172413793103,78,0,0.0,0.75,3,1,0
333,9,0.3,244.0,27.11111111111111,38,0,0.1,0.75,3,1,0
334,24,0.8,215.0,8.958333333333334,34,2,0.03888888888888889,1.25,0,2,0
335,6,0.2,34.0,5.666666666666667,12,4,0.016666666666666666,0.5,14,1,1
336,72,1.0,1139.0,15.819444444444445,70,1,0.041666666666666664,0.9583333333333333,5,1,1
337,11,0.36666666666666664,267.0,24.272727272727273,21,0,0.0,1.0,9,1,1
338,0,0.0,0.0,0.0,0,1,0.0,0.5,0,1,0
339,34,1.0,1080.0,31.764705882352942,39,0,0.0,0.5,5,1,0
340,39,1.0,1064.0,27.28205128205128,47,0,0.10833333333333334,0.875,5,2,1
341,14,0.4666666666666667,119.0,8.5,22,0,0.0,0.25,9,1,1
342,14,0.4666666666666667,406.0,29.0,34,0,0.0,0.5,5,1,0
343,54,1.0,1564.0,28.962962962962962,81,0,0.0,0.5,21,2,1
344,21,0.7,557.0,26.523809523809526,18,0,0.21666666666666667,1.0,4,1,0
345,7,0.23333333333333334,141.0,20.142857142857142,28,3,0.0,0.5,5,1,0
346,5,0.16666666666666666,55.0,11.0,10,0,0.21666666666666667,1.5,11,1,1
