id_student,courses_count,assignments_count,workload_level,activity_count_in_enrolled_courses,previous_delays_count,non_submission_count,course_engagement,last7d_engagement,last7d_unique_resources,days_to_first_activity,num_of_prev_attempts,procrastination_label
104476,1,6,0.5941666666666666,211.0,3.0,0,5.784424822062922,3.091950699198618,2.341805806147327,0.0,0,1
106577,1,6,0.5941666666666666,211.0,3.0,0,4.059910359045845,2.3144356462055864,2.028148247292285,0.0,0,0
110175,1,6,0.5941666666666666,211.0,1.0,0,4.81885150473646,1.6403398778910996,1.6486586255873816,0.0,0,0
111717,1,6,0.5941666666666666,211.0,1.0,2,5.5745948650076045,2.8213035339575026,2.302585092994046,0.0,0,0
113295,1,6,0.5941666666666666,211.0,6.0,0,5.986971841451992,3.428363777833935,2.517696472610991,0.0,0,1
114017,1,6,0.5941666666666666,211.0,2.0,0,4.489919187293877,3.0214120036659775,2.322387720290225,0.0,0,0
114999,1,6,0.5941666666666666,211.0,2.0,0,5.127512766357284,2.538868596343468,2.2407096892759584,0.0,0,1
116541,1,6,0.5941666666666666,211.0,4.0,0,5.297965483650535,3.1121386948680247,2.322387720290225,0.0,0,1
116692,1,6,0.5941666666666666,211.0,0.0,0,4.960969739009462,2.6339756602851043,1.791759469228055,0.0,0,0
118983,1,6,0.5941666666666666,211.0,0.0,0,3.595049697274433,2.518544617711384,2.2617630984737906,0.0,0,0
123044,1,6,0.5941666666666666,211.0,1.0,0,5.59760592666356,3.0586029889037505,2.468099531471619,0.0,0,0
127582,1,6,0.5941666666666666,211.0,3.0,0,5.149526912022248,2.6343087135761625,2.2823823856765264,0.0,0,1
132976,1,6,0.5941666666666666,211.0,6.0,0,3.8451268304478297,2.3045808827823886,2.2823823856765264,0.0,0,0
134143,1,6,0.5941666666666666,211.0,1.0,0,5.56799077660304,2.4472493105427993,2.028148247292285,0.0,0,0
137873,1,6,0.5941666666666666,211.0,7.0,0,6.143927225881158,3.5377083003771914,2.5952547069568657,0.0,0,0
141355,1,6,0.5941666666666666,211.0,1.0,0,5.19555404756178,3.3018398741105446,2.8678989020441064,0.0,0,0
142326,1,6,0.5941666666666666,211.0,4.0,0,5.165140527627063,2.3590818330386476,2.2823823856765264,0.0,0,0
144801,1,6,0.5941666666666666,211.0,2.0,0,6.039732447151866,3.39071865139813,2.772588722239781,0.0,0,1
145130,1,6,0.5941666666666666,211.0,6.0,0,4.102486384845423,2.3851815612124807,2.028148247292285,0.0,0,1
146188,1,6,0.5941666666666666,211.0,8.0,0,4.1275308420838295,2.310518298763435,2.2407096892759584,0.0,0,1
147756,2,12,0.5829166666666666,206.5,6.0,1,5.424053340649267,3.3469799277021277,2.468099531471619,0.0,1,1
151358,1,6,0.5941666666666666,211.0,0.0,0,3.435061299546928,1.7663976023574357,1.5260563034950492,2.0,0,0
155550,1,6,0.5941666666666666,211.0,2.0,0,4.955230356407121,3.0890035711521597,2.451005098112319,0.0,0,0
155854,1,6,0.5941666666666666,211.0,5.0,0,5.866579427462687,3.322182255881769,2.3608540011180215,0.0,0,0
157568,1,6,0.5941666666666666,211.0,5.0,0,5.09055586249151,3.055074165052876,2.1972245773362196,0.0,0,1
164259,1,6,0.5941666666666666,211.0,1.0,0,4.0160837320941765,2.6277159879976377,2.3978952727983707,0.0,0,0
167906,1,6,0.5941666666666666,211.0,8.0,0,5.083523301885895,3.114042156868866,2.667228206581955,0.0,0,1
168936,1,6,0.5941666666666666,211.0,0.0,0,4.370614932390999,2.8757081464078467,2.667228206581955,0.0,0,0
172112,1,6,0.5941666666666666,211.0,14.0,0,5.115871850681158,3.1495203456384924,2.681021528714291,0.0,0,1
172797,1,6,0.5941666666666666,211.0,2.0,0,4.625622747747418,2.8173689736012575,2.624668592163159,0.0,0,1
174782,1,6,0.5941666666666666,211.0,0.0,0,6.257412634279374,3.701711243419118,2.5649493574615367,0.0,0,0
175392,1,6,0.5941666666666666,211.0,0.0,0,6.0315971935806125,3.521037748296676,2.760009940032921,0.0,0,0
175932,1,6,0.5941666666666666,211.0,2.0,0,5.399070143896904,3.107012277104816,2.451005098112319,0.0,0,1
175991,1,6,0.5941666666666666,211.0,3.0,0,3.2784969180930856,1.9789832829743619,1.6094379124341003,0.0,0,1
180753,1,6,0.5941666666666666,211.0,6.0,0,5.537488300072874,2.9117881202984717,2.468099531471619,0.0,0,0
183096,1,6,0.5941666666666666,211.0,6.0,0,5.333925530828582,3.1402927249619106,2.624668592163159,0.0,0,0
183947,1,6,0.5941666666666666,211.0,2.0,0,4.531016799630119,2.740817776472147,2.5952547069568657,0.0,0,1
184271,1,6,0.5941666666666666,211.0,0.0,0,5.372469047381909,2.741795696973428,2.2617630984737906,0.0,0,0
185439,1,6,0.5941666666666666,211.0,3.0,4,3.9296876894870776,1.5962438755956438,1.4350845252893227,0.0,0,1
186149,1,6,0.5941666666666666,211.0,5.0,0,5.227743831409518,2.4409786158288056,2.1041341542702074,0.0,0,1
187100,1,6,0.5941666666666666,211.0,8.0,0,6.413496103488836,3.8830872234880665,2.8678989020441064,0.0,0,0
189879,1,6,0.5941666666666666,211.0,3.0,0,5.081947547169053,2.636302208954599,2.1972245773362196,0.0,0,0
192183,1,6,0.5941666666666666,211.0,2.0,0,5.781441151420402,3.477194201379897,2.6946271807700692,0.0,0,0
200860,1,6,0.5941666666666666,211.0,2.0,0,4.618845153647816,1.9164152332629933,1.5686159179138452,0.0,0,0
205350,1,6,0.5941666666666666,211.0,7.0,0,5.353564082290741,2.7107095299392108,2.322387720290225,0.0,0,0
205719,1,6,0.5941666666666666,211.0,1.0,2,4.0960309564914255,2.309643362337128,1.9740810260220096,0.0,0,1
227499,1,6,0.5941666666666666,211.0,4.0,0,5.785841239045179,3.1091026793760697,2.517696472610991,0.0,0,0
227517,1,6,0.5941666666666666,211.0,0.0,0,5.063893831126203,3.128487723843418,2.760009940032921,0.0,0,0
228082,1,6,0.5941666666666666,211.0,0.0,0,3.731698716569453,1.7513457871557212,1.5686159179138452,0.0,0,0
228222,1,6,0.5941666666666666,211.0,4.0,0,4.185276507751131,1.8783289211724237,1.9459101490553132,0.0,0,1
229179,1,6,0.5941666666666666,211.0,3.0,0,4.3832087715729955,2.9277827562737277,2.2192034840549946,0.0,0,0
229361,1,6,0.5941666666666666,211.0,1.0,0,5.045072997050567,3.3368124463297186,2.517696472610991,0.0,0,0
231554,1,6,0.5941666666666666,211.0,6.0,1,5.198478614719457,3.516366765141288,2.6946271807700692,0.0,0,1
236284,1,6,0.5941666666666666,211.0,5.0,0,4.042593663143849,2.581457154257959,2.4159137783010487,16.0,0,1
238007,1,6,0.5941666666666666,211.0,1.0,0,5.459380343759974,2.786794827040769,2.2823823856765264,0.0,0,0
240712,1,6,0.5941666666666666,211.0,0.0,0,3.63885054093226,2.736347574162991,2.0794415416798357,0.0,0,0
240884,1,6,0.5941666666666666,211.0,5.0,0,4.210501992054354,2.355517545301378,2.4159137783010487,0.0,0,0
241649,1,6,0.5941666666666666,211.0,2.0,0,5.433709362621861,2.90644283825643,2.2617630984737906,0.0,0,0
241729,1,6,0.5941666666666666,211.0,1.0,0,5.152570546374387,2.882132326054478,2.667228206581955,0.0,0,0
242793,1,6,0.5941666666666666,211.0,6.0,0,4.293009957276437,2.338521146320528,2.0014800002101243,0.0,0,0
246834,1,6,0.5941666666666666,211.0,2.0,0,4.712189749985605,3.063482538863124,2.5952547069568657,0.0,0,0
248270,1,6,0.5941666666666666,211.0,2.0,0,5.659840265711999,2.7471830945478977,2.1972245773362196,0.0,0,1
255548,1,6,0.5941666666666666,211.0,10.0,0,5.737273339600518,3.429015926168447,2.4849066497880004,0.0,0,1
256815,1,6,0.5941666666666666,211.0,4.0,0,4.97146460063054,2.3816202156470347,2.1972245773362196,0.0,0,1
258392,1,6,0.5941666666666666,211.0,5.0,0,4.498386912558376,2.7091917076255427,2.3608540011180215,0.0,0,1
258894,1,6,0.5941666666666666,211.0,3.0,0,6.1064894738196625,3.5737562302667,2.6946271807700692,0.0,0,1
262011,1,6,0.5941666666666666,211.0,2.0,0,4.956337234826089,2.0593730792534695,1.791759469228055,0.0,0,0
262934,1,6,0.5941666666666666,211.0,6.0,0,5.544248271136195,3.1898312655470287,2.5649493574615367,0.0,0,0
268073,1,6,0.5941666666666666,211.0,5.0,0,5.659426658465831,3.1789949537913764,2.624668592163159,0.0,0,0
271251,1,6,0.5941666666666666,211.0,0.0,0,5.758297447049184,3.3090754372237625,2.2407096892759584,0.0,0,0
279572,1,6,0.5941666666666666,211.0,0.0,0,4.726812264860237,2.551954486068605,2.2617630984737906,0.0,0,0
281022,1,6,0.5941666666666666,211.0,2.0,0,4.263556366447833,2.8511141460650284,2.2192034840549946,0.0,0,1
281250,1,6,0.5941666666666666,211.0,0.0,0,2.980930704900317,1.1117284957260773,1.2237754316221157,0.0,0,0
281589,1,6,0.5941666666666666,211.0,0.0,5,2.4900306204017735,0.6013723628100001,0.6931471805599453,0.0,0,0
282821,1,6,0.5941666666666666,211.0,4.0,0,5.346270647698241,2.9226114161825265,2.4849066497880004,0.0,0,1
286488,1,6,0.5941666666666666,211.0,3.0,0,4.783922961095303,2.418880715833379,2.174751721484161,0.0,0,1
287548,1,6,0.5941666666666666,211.0,4.0,0,4.420524498791175,2.153594605461833,2.1041341542702074,0.0,0,0
290201,1,6,0.5941666666666666,211.0,1.0,0,5.420682470099536,2.7754966338538316,2.151762203259462,0.0,0,0
290757,1,6,0.5941666666666666,211.0,1.0,0,3.8769388857312044,2.696191426733104,2.4336133554004498,0.0,0,0
291334,1,6,0.5941666666666666,211.0,1.0,0,6.1862675911887965,3.6852120188977935,2.9014215940827497,0.0,0,0
293699,1,6,0.5941666666666666,211.0,7.0,1,3.066131973317139,1.6880793070980473,1.6094379124341003,0.0,0,1
294570,1,6,0.5941666666666666,211.0,5.0,0,5.342072865860087,2.284695830052872,1.5260563034950492,0.0,0,0
294594,1,6,0.5941666666666666,211.0,0.0,0,4.927404936921896,2.944205004782,2.128231705849268,0.0,0,0
295741,2,19,1.1390277777777778,344.5,6.0,0,6.127395552696763,3.8920479255779723,3.393475335568245,0.0,0,0
296332,1,6,0.5941666666666666,211.0,5.0,0,5.43606308925242,3.059850531811623,2.4159137783010487,0.0,0,0
298696,1,6,0.5941666666666666,211.0,9.0,0,4.423930527652217,2.1614533576464443,1.6486586255873816,0.0,0,0
300398,1,6,0.5941666666666666,211.0,2.0,0,5.163447561627096,2.7885718647170212,2.2407096892759584,0.0,0,0
302302,1,6,0.5941666666666666,211.0,5.0,2,4.230238101530394,2.386859256480566,2.128231705849268,0.0,0,1
305152,1,6,0.5941666666666666,211.0,0.0,4,3.266576613726822,1.5541263706900523,1.2809338454620642,0.0,0,0
305386,1,6,0.5941666666666666,211.0,7.0,0,5.035628376281497,2.6827308248569217,2.2823823856765264,0.0,0,0
306107,1,6,0.5941666666666666,211.0,1.0,0,5.013418558528014,2.2076635168468526,1.9740810260220096,1.0,0,0
306466,1,6,0.5941666666666666,211.0,8.0,0,5.058624571721088,2.617022103009195,2.2823823856765264,0.0,0,0
306897,1,6,0.5941666666666666,211.0,8.0,0,5.864045080653353,3.2879678183794203,2.6100697927420065,0.0,0,0
307061,1,6,0.5941666666666666,211.0,6.0,0,4.865806950034765,2.8000450525493283,2.4159137783010487,0.0,0,0
307866,1,6,0.5941666666666666,211.0,0.0,1,5.076651183340735,2.7092867114481027,1.9459101490553132,0.0,0,1
311917,1,6,0.5941666666666666,211.0,5.0,0,5.553815484904274,3.065584993227375,2.624668592163159,0.0,0,0
312537,1,6,0.5941666666666666,211.0,1.0,0,6.730383799875952,4.0989278324592995,2.4849066497880004,0.0,0,0
312782,1,6,0.5941666666666666,211.0,0.0,0,3.9428394611093127,1.8463527035477119,1.6486586255873816,0.0,0,0
318933,1,6,0.5941666666666666,211.0,0.0,0,5.1824350637511705,2.393327983234704,1.8562979903656263,0.0,0,0
319047,1,6,0.5941666666666666,211.0,6.0,0,6.112759187907033,3.8697005107912736,2.9338568698359038,0.0,0,0
321942,1,6,0.5941666666666666,211.0,0.0,0,6.52273247340962,4.048931036708042,2.91235066461494,0.0,0,0
324002,1,6,0.5941666666666666,211.0,3.0,0,5.442606645193211,3.174526656336986,2.468099531471619,0.0,0,0
324084,1,6,0.5941666666666666,211.0,1.0,0,5.310757409138031,2.6107695635010995,2.174751721484161,0.0,0,0
324282,1,6,0.5941666666666666,211.0,1.0,0,3.3326011752722944,1.6727246874436694,1.5686159179138452,0.0,0,0
332789,1,6,0.5941666666666666,211.0,1.0,0,4.895420061796289,2.4643181306226025,2.151762203259462,0.0,0,0
333059,1,6,0.5941666666666666,211.0,0.0,0,3.5624562109530653,2.3900121905287874,2.4336133554004498,0.0,0,0
333323,1,6,0.5941666666666666,211.0,0.0,0,3.980099812888789,2.6012356369360488,2.3608540011180215,0.0,0,0
334259,1,6,0.5941666666666666,211.0,0.0,3,4.039062829865653,2.325362175285313,2.128231705849268,0.0,0,1
336207,1,6,0.5941666666666666,211.0,1.0,0,5.315050100148131,2.82280836159648,2.501435951739211,0.0,0,0
339972,1,6,0.5941666666666666,211.0,3.0,0,3.8269573728570045,2.4122230544652448,1.9459101490553132,0.0,0,0
341872,1,6,0.5941666666666666,211.0,8.0,0,3.601347411503176,1.8964761516376882,1.7047480922384253,49.0,0,1
342514,1,6,0.5941666666666666,211.0,0.0,0,5.20785314483666,2.810790880757617,2.302585092994046,0.0,0,0
342972,1,6,0.5941666666666666,211.0,2.0,0,4.685119812812518,1.9416044101715906,1.9459101490553132,0.0,0,0
343446,1,6,0.5941666666666666,211.0,3.0,0,5.958473424769745,3.335763010393835,2.667228206581955,0.0,0,1
344282,1,6,0.5941666666666666,211.0,2.0,0,3.044331924334994,1.2382263194623326,1.2809338454620642,1.0,0,0
345068,1,6,0.5941666666666666,211.0,2.0,0,4.272789522005759,2.9132867940080702,2.3608540011180215,0.0,0,1
345357,1,6,0.5941666666666666,211.0,7.0,0,5.436396199667132,2.9208958008824704,2.4849066497880004,0.0,0,0
346025,1,6,0.5941666666666666,211.0,0.0,0,4.832984666464836,2.597656016603401,2.0014800002101243,0.0,0,0
346843,1,6,0.5941666666666666,211.0,0.0,5,3.43127003469352,0.4483236993242898,0.4700036292457356,9.0,0,0
350188,1,6,0.5941666666666666,211.0,0.0,0,4.649535977090884,2.7506834993225695,2.322387720290225,0.0,0,0
357668,1,6,0.5941666666666666,211.0,3.0,2,3.7007234199359034,2.2571378198538126,1.916922612182061,1.0,0,0
364177,1,6,0.5941666666666666,211.0,7.0,1,4.734308512206224,2.6866294121692786,1.9459101490553132,0.0,0,0
365244,1,6,0.5941666666666666,211.0,1.0,0,4.813164331408881,2.834461735513729,2.6946271807700692,0.0,0,0
365642,1,6,0.5941666666666666,211.0,7.0,0,5.495024722057498,3.0414652584047337,2.5952547069568657,0.0,0,0
366483,1,6,0.5941666666666666,211.0,2.0,0,5.37635691366022,2.789538415750312,2.0794415416798357,0.0,0,0
368194,1,6,0.5941666666666666,211.0,2.0,0,3.6086605015305264,2.2049387906597375,2.2192034840549946,0.0,0,1
368824,1,6,0.5941666666666666,211.0,10.0,0,3.181483810983342,0.7884573603642702,0.7884573603642702,0.0,0,0
368963,1,6,0.5941666666666666,211.0,3.0,0,4.738769039362933,1.5941787562336616,1.7578579175523736,0.0,0,0
376439,1,6,0.5941666666666666,211.0,1.0,0,5.4268954611721,3.231706312317346,2.580216829592325,0.0,0,0
376581,1,6,0.5941666666666666,211.0,3.0,0,5.4397098293925605,3.199081110769121,2.5494451709255714,2.0,0,1
380953,1,6,0.5941666666666666,211.0,1.0,0,5.055641159780069,2.8317405210536797,2.1972245773362196,0.0,0,0
383254,1,6,0.5941666666666666,211.0,6.0,0,4.713281793154316,2.451817678904957,1.8562979903656263,0.0,0,0
386924,1,6,0.5941666666666666,211.0,6.0,0,3.7332011521138138,1.5675180638679975,1.33500106673234,2.0,0,1
386952,1,6,0.5941666666666666,211.0,4.0,0,4.940891600193468,2.6316378126694997,2.028148247292285,0.0,0,1
388722,1,6,0.5941666666666666,211.0,7.0,0,4.4890830535881605,2.325785578720724,2.028148247292285,0.0,0,1
388885,1,6,0.5941666666666666,211.0,0.0,0,4.420659198143064,2.399347601334825,2.151762203259462,0.0,0,0
392756,1,6,0.5941666666666666,211.0,1.0,0,4.161125033327438,2.4901804976354605,2.341805806147327,0.0,0,0
392931,1,6,0.5941666666666666,211.0,5.0,0,5.451887220616847,3.029827073563061,2.4336133554004498,0.0,0,1
393207,1,6,0.5941666666666666,211.0,4.0,0,4.448499074004855,2.8200962986887395,2.4336133554004498,0.0,0,0
396872,1,6,0.5941666666666666,211.0,9.0,0,4.655058039652701,2.6683669929878664,2.174751721484161,0.0,0,1
398552,1,6,0.5941666666666666,211.0,0.0,0,5.146739791919428,2.5808373922781236,2.028148247292285,0.0,0,0
401869,1,6,0.5941666666666666,211.0,3.0,0,4.993216705718778,2.8433997155018296,2.2192034840549946,0.0,0,1
402470,1,6,0.5941666666666666,211.0,1.0,0,5.256718698605076,3.110519061356893,2.379546134130174,0.0,0,0
404804,1,6,0.5941666666666666,211.0,7.0,0,3.99754005383569,2.2965467644724624,2.151762203259462,0.0,0,0
405088,1,6,0.5941666666666666,211.0,2.0,0,4.684677488713954,2.9776644447592133,2.379546134130174,0.0,0,0
414117,1,6,0.5941666666666666,211.0,5.0,0,4.73216100465895,2.9467725547767456,2.322387720290225,0.0,0,1
420087,1,6,0.5941666666666666,211.0,6.0,2,3.9857801359517406,2.3997099924618106,2.580216829592325,0.0,0,1
429958,1,6,0.5941666666666666,211.0,1.0,0,3.834853423190533,2.528191867626813,2.379546134130174,2.0,0,0
441018,1,6,0.5941666666666666,211.0,2.0,0,4.128037845064608,2.639935648900671,2.0541237336955462,0.0,0,0
441888,1,6,0.5941666666666666,211.0,3.0,0,4.1461160200727525,2.6379571725574604,2.379546134130174,0.0,0,0
444677,1,6,0.5941666666666666,211.0,1.0,0,5.305493630889522,2.6946271807700692,2.0794415416798357,0.0,0,0
489455,1,6,0.5941666666666666,211.0,6.0,0,5.374728578509705,3.2384783312721885,2.681021528714291,0.0,0,0
494424,1,6,0.5941666666666666,211.0,0.0,5,1.831933384901229,0.8378913453147134,1.2237754316221157,0.0,0,0
495284,1,6,0.5941666666666666,211.0,1.0,0,5.029290230047312,2.8971220224355547,2.128231705849268,0.0,0,0
498857,1,6,0.5941666666666666,211.0,2.0,0,5.010603973201471,2.8791984572980396,2.341805806147327,0.0,0,0
508818,1,6,0.5941666666666666,211.0,0.0,0,4.896564462084721,3.297940610866819,2.4336133554004498,0.0,0,0
512460,1,6,0.5941666666666666,211.0,7.0,0,4.5577186785241794,2.10107538904568,2.151762203259462,0.0,0,0
544103,1,6,0.5941666666666666,211.0,0.0,0,5.507151673327025,3.3189857837449153,2.797281334830153,0.0,0,0
550383,1,6,0.5941666666666666,211.0,5.0,0,4.945164374113512,1.9749762168403917,1.7227665977411035,0.0,0,0
564450,1,6,0.5941666666666666,211.0,1.0,0,3.1101861642115294,2.048051128393335,1.6094379124341003,0.0,0,0
572652,1,6,0.5941666666666666,211.0,4.0,0,4.308528499355066,2.37935713211604,1.824549292051046,0.0,0,0
580389,1,6,0.5941666666666666,211.0,5.0,0,4.881868826145405,2.7850112422383386,2.3608540011180215,0.0,0,0
581129,1,6,0.5941666666666666,211.0,8.0,3,3.4791992338914492,1.7663976023574357,1.6863989535702288,9.0,0,0
588775,1,6,0.5941666666666666,211.0,4.0,0,6.3252616680919775,3.7759070888318855,2.7212954278522306,0.0,0,0
591774,1,6,0.5941666666666666,211.0,0.0,0,4.364224121052674,1.5150498387283915,1.4816045409242156,0.0,0,0
606143,1,6,0.5941666666666666,211.0,0.0,3,4.397682439581056,2.1888165624452256,1.6486586255873816,0.0,0,0
704156,1,6,0.5941666666666666,211.0,1.0,0,5.6389933048057905,2.9117881202984717,2.379546134130174,0.0,0,0
705379,1,6,0.5941666666666666,211.0,2.0,0,5.992520572590819,3.5369412518129595,2.8213788864092133,0.0,0,0
749412,1,6,0.5941666666666666,211.0,1.0,0,5.957628648434479,3.4365611026117726,2.4849066497880004,0.0,0,0
760729,1,6,0.5941666666666666,211.0,0.0,0,6.319959746038974,3.774184174062493,2.975529566236472,0.0,0,0
905042,1,6,0.5941666666666666,211.0,1.0,0,5.632647018007379,3.3153852243335833,2.517696472610991,0.0,0,0
949618,1,6,0.5941666666666666,211.0,4.0,0,5.117090462125667,2.52874521639502,1.9740810260220096,0.0,0,0
958987,1,6,0.5941666666666666,211.0,7.0,0,4.997508196174828,3.0617388711416313,2.3978952727983707,0.0,0,0
968578,1,6,0.5941666666666666,211.0,4.0,0,4.610263218951539,2.6491701737657727,2.128231705849268,0.0,0,1
971027,1,6,0.5941666666666666,211.0,0.0,0,5.699790635928203,3.086475712752788,2.5494451709255714,0.0,0,0
978739,1,6,0.5941666666666666,211.0,3.0,0,6.099484375932543,3.8435356106901652,3.005682604407159,0.0,0,0
1035023,1,6,0.5941666666666666,211.0,1.0,0,5.49549876891612,2.9465397002663622,2.3978952727983707,0.0,0,0
1105478,1,6,0.5941666666666666,211.0,6.0,0,5.406930530254192,2.7582963365829136,2.0541237336955462,0.0,0,1
1401935,1,6,0.5941666666666666,211.0,1.0,3,3.7954866061872723,1.2521911477111238,1.3862943611198906,0.0,0,1
1402638,1,6,0.5941666666666666,211.0,6.0,0,4.869395013952645,2.051855777046205,1.791759469228055,0.0,0,1
1414443,1,6,0.5941666666666666,211.0,2.0,3,5.087772670880918,2.1224040891565563,1.9459101490553132,0.0,0,1
1465690,1,6,0.5941666666666666,211.0,0.0,0,5.7145574250843465,3.509774174308933,2.7212954278522306,0.0,0,0
1472925,2,12,0.5829166666666666,206.5,4.0,0,5.206349242036828,3.3613330610192107,2.884800712846709,14.0,1,1
1488959,1,6,0.5941666666666666,211.0,3.0,0,5.78368689157272,3.242306444926844,2.6390573296152584,0.0,0,1
1518989,1,6,0.5941666666666666,211.0,1.0,0,5.809030480144918,3.568171356980314,2.91235066461494,0.0,0,0
1618738,1,6,0.5941666666666666,211.0,0.0,0,4.237708069660988,1.7491540859036467,1.5260563034950492,0.0,0,0
1620151,1,6,0.5941666666666666,211.0,0.0,3,4.831964836450851,2.6579140728288646,2.1972245773362196,0.0,0,1
1626710,1,6,0.5941666666666666,211.0,8.0,0,6.207637603104329,3.435447400239666,2.6946271807700692,0.0,0,0
1640609,1,6,0.5941666666666666,211.0,0.0,0,6.1515622457438255,3.6079057289449246,2.760009940032921,0.0,0,0
1729319,1,6,0.5941666666666666,211.0,7.0,0,5.353511450066214,3.4467240775273162,2.7343675094195836,0.0,0,0
1746134,1,6,0.5941666666666666,211.0,0.0,0,5.159978634758327,2.6472293509770433,1.9740810260220096,0.0,0,0
1765788,1,6,0.5941666666666666,211.0,3.0,0,6.282343747506612,3.5142521082194986,2.533696813957432,0.0,0,1
1801229,1,6,0.5941666666666666,211.0,3.0,0,5.047302745372955,3.3801795883821817,2.653241964607215,0.0,0,1
1801641,1,6,0.5941666666666666,211.0,2.0,0,4.3168029564560335,0.8694677029679917,0.8754687373538999,0.0,0,0
1847830,1,6,0.5941666666666666,211.0,1.0,0,6.133434729379149,3.9049606117614366,2.975529566236472,0.0,0,0
1860318,1,6,0.5941666666666666,211.0,0.0,0,6.028288531189085,3.443950127298518,2.322387720290225,0.0,0,0
1889511,1,6,0.5941666666666666,211.0,6.0,0,5.190469589770271,3.3772919580705913,2.760009940032921,0.0,0,1
1889577,1,6,0.5941666666666666,211.0,7.0,0,4.785773093745004,2.72249852421917,2.302585092994046,0.0,0,0
1894188,1,6,0.5941666666666666,211.0,4.0,0,5.753550550046744,3.2864891033097257,2.4849066497880004,0.0,0,0
1938355,1,6,0.5941666666666666,211.0,5.0,0,5.4606972043525195,2.6691935147422443,1.791759469228055,0.0,0,0
1942396,1,6,0.5941666666666666,211.0,7.0,0,4.139073082636186,2.2384245298892167,1.8870696490323797,0.0,0,1
1976139,1,6,0.5941666666666666,211.0,0.0,1,4.421969147011929,2.0790842620898786,1.8870696490323797,0.0,0,0
2011876,1,6,0.5941666666666666,211.0,1.0,0,4.855860234002849,3.0257861681107205,2.517696472610991,0.0,0,0
2012966,1,6,0.5941666666666666,211.0,0.0,0,4.364830552025402,2.141241160235674,1.7227665977411035,0.0,0,0
2051699,1,6,0.5941666666666666,211.0,2.0,0,5.347462382821287,3.1468243681725814,2.451005098112319,0.0,0,1
2062879,1,6,0.5941666666666666,211.0,0.0,0,5.584332605833897,3.152583373391645,2.451005098112319,0.0,0,0
